Probe.Set.ID	FB	brain_m	brain_f	head_m	head_f	crop_m	crop_f	midgut_m	midgut_f	hindgut_m	hindgut_f	tubule_m	tubule_f	ovary_m	ovary_f	testis_m	testis_f	acc_m	acc_f	tagangl_m	tagangl_f	carc_m	carc_f	saliv_m	saliv_f	spermatV_m	spermatV_f	spermatM_m	spermatM_f	fatbody_m	fatbody_f	eye_m	eye_f	heart_m	heart_f	fly_m
89	1622979_a_at	FBgn0035871	814.8	1	1106.9	1.4	1471.5	1.8	1321.3	1.7	1355.2	1.7	1748.4	2.2	498.4	0.6	1818.8	2.3	2920	3.7	897.8	1.1	1342.6	1.7	4252	5.34	1594.8	2	1547.9	1.95	1886.6	2.37	2074.425	2.606716512	2282.725	2.868465695	795.8
90	1622980_at	FBgn0261119	164.7	0.8	119.7	0.6	149	0.7	144.5	0.7	127.8	0.6	131.5	0.6	452.2	2.2	46.7	0.2	241.5	1.2	151	0.7	106.5	0.5	147	0.71	154.2	0.75	177.9	0.86	102.8	0.5	87.9	0.425820516	82.875	0.401477534	206.4
91	1622981_at	FBgn0003964	208.7	1.4	111.2	0.8	121.9	0.8	105.5	0.7	124.1	0.9	73.6	0.5	341.6	2.3	18.3	0.1	150.2	1	141.7	1	74.5	0.5	165.9	1.14	114.2	0.78	106.9	0.73	117.4	0.81	63.725	0.437746866	81.65	0.560879272	145.6
92	1622982_at	FBgn0024846	202.9	0.7	221	0.8	468.7	1.7	430.3	1.6	384.2	1.4	734	2.7	324.1	1.2	29	0.1	288.6	1.1	214.8	0.8	276.8	1	540.2	1.99	222.8	0.82	259.4	0.96	240	0.89	267.35	0.986258416	242.825	0.895785299	271.1
93	1622983_a_at	FBgn0021761	82.3	0.4	58.6	0.3	86	0.4	97.7	0.4	61	0.3	89.5	0.4	480	2.2	58.3	0.3	150.6	0.7	101.6	0.5	62.4	0.3	60.7	0.27	58.5	0.26	73.3	0.33	69.8	0.31	56.425	0.25333932	53.075	0.23829835	222.7
94	1622984_at	FBgn0010213	757.1	1	986.4	1.3	822.6	1.1	585.5	0.8	1252.7	1.6	1193.2	1.5	721.1	0.9	488.3	0.6	517.8	0.7	1228.9	1.6	1534.5	2	694.4	0.89	825.7	1.06	667.7	0.86	838.5	1.08	919.475	1.183137104	924.725	1.189892556	777.2
95	1622985_at	FBgn0038531	5.7	1.1	5.3	1	5.8	1.1	9.5	1.8	6.9	1.3	4.5	0.9	2	0.4	0.9	0.2	9	1.7	6.6	1.3	5.3	1	5.9	1.14	6.3	1.22	1.4	0.28	9	1.75	0.9	0.174757282	3	0.582524272	5.2
96	1622986_at	---	4.7	1.3	6.6	1.7	4.6	1.2	6	1.6	6.3	1.7	5.9	1.6	3.3	0.9	5.4	1.4	9.6	2.5	4.7	1.2	10	2.7	13	3.46	7.2	1.92	6.4	1.71	7	1.85	4.2	1.12	4.675	1.246666667	3.8
97	1622987_at	FBgn0029968	4	1.6	4.8	1.9	4.7	1.9	3.5	1.4	3.6	1.4	2.8	1.1	5	2	4.3	1.7	5	2	1.9	0.8	4.5	1.8	3.8	1.49	4.6	1.82	5.4	2.13	4.5	1.79	4.3	1.702970297	2.95	1.168316832	2.5
98	1622988_at	---	1.8	1.4	1.2	0.9	1	0.8	1.5	1.2	1.4	1.1	1.5	1.1	0.9	0.7	2.5	1.9	1.1	0.8	1.2	0.9	2	1.6	7.2	5.67	2	1.57	2.1	1.61	1.9	1.49	1.775	1.392156863	1.025	0.803921569	1.3
99	1622989_at	FBgn0039531	44.3	1.8	27.7	1.1	30.5	1.2	37.2	1.5	38.9	1.6	13.9	0.6	38	1.5	14	0.6	27.9	1.1	45.7	1.8	35.5	1.4	56.1	2.26	17.4	0.7	20.6	0.83	38.5	1.55	31.475	1.269153226	24	0.967741935	24.8
100	1622990_at	FBgn0032218	45	0.2	257.3	1.3	1331.6	6.6	370.9	1.9	836.7	4.2	1161.3	5.8	35.6	0.2	89.8	0.4	213	1.1	74.4	0.4	648.9	3.2	245.7	1.23	1105	5.52	1188.9	5.93	753.7	3.76	87.7	0.437733966	631.025	3.149613177	200.4
101	1622991_s_at	FBgn0011829	15.7	1.6	6.2	0.7	5	0.5	4.9	0.5	3.1	0.3	2	0.2	26.2	2.7	3.7	0.4	7.8	0.8	27.3	2.8	4.8	0.5	7.8	0.81	19.5	2.03	21.5	2.24	9.9	1.03	2.6	0.27154047	3.95	0.412532637	9.6
102	1622992_at	FBgn0002673	27.9	0.2	9.7	0.1	10.6	0.1	8.1	0.1	7.3	0.1	9.1	0.1	357.6	3	38.6	0.3	6.5	0.1	22.6	0.2	8	0.1	9.9	0.08	6.6	0.06	6	0.05	13	0.11	3.925	0.033333333	4.475	0.038004246	117.8
103	1622993_at	---	4.4	0.6	4	0.5	9.2	1.3	12.7	1.8	5.1	0.7	7.3	1	4.8	0.7	4.7	0.7	8.4	1.2	5.1	0.7	10.8	1.5	13	1.81	5	0.69	4.2	0.59	7	0.97	4.675	0.649305556	3.85	0.534722222	7.2
104	1622994_at	---	8.3	2	9.4	2.3	16.8	4.1	15.7	3.8	10.4	2.6	9.1	2.2	3.1	0.8	6	1.5	10.9	2.7	11.5	2.8	14.9	3.7	21.2	5.2	18	4.42	22.3	5.48	17.6	4.32	2.3	0.564417178	5.275	1.294478528	4.1
105	1622995_at	FBgn0034986	148.1	0.8	137.4	0.8	136.7	0.8	131.9	0.8	193.3	1.1	127.7	0.7	237.4	1.4	269.1	1.5	160.7	0.9	173.9	1	166.4	1	193.4	1.11	171.7	0.98	204	1.17	152.9	0.88	111.975	0.64123121	109.575	0.627487473	174.6
106	1622996_at	FBgn0020620	155.3	12.4	19.4	1.5	22.8	1.8	27.5	2.2	21.7	1.7	49.3	3.9	7.7	0.6	6.7	0.5	15.7	1.2	217.7	17.3	29.7	2.4	22.4	1.78	55.2	4.4	49.7	3.96	42.4	3.38	41.225	3.284860558	71.875	5.727091633	12.6
107	1622997_at	FBgn0085396	114.8	17.8	28.7	4.4	1.2	0.2	1	0.2	0.7	0.1	0.9	0.1	1.2	0.2	145.1	22.5	1.1	0.2	157.2	24.4	2.4	0.4	3.2	0.49	0.9	0.14	0.8	0.12	1.3	0.2	2.6	0.403100775	0.375	0.058139535	6.5
108	1622998_a_at	FBgn0035405	102.2	0.8	62.8	0.5	60.5	0.4	53.9	0.4	50.8	0.4	50.6	0.4	300.8	2.2	71.1	0.5	65.3	0.5	76.6	0.6	49.6	0.4	49.3	0.36	54.8	0.4	63.4	0.47	43.8	0.32	44.475	0.327202501	33.375	0.24553982	135.9
109	1622999_at	FBgn0011710	197.5	0.7	113.3	0.4	146.8	0.5	83.3	0.3	108.3	0.4	306.3	1.1	718.1	2.6	138.2	0.5	219.1	0.8	246.7	0.9	96	0.3	307.5	1.1	186.9	0.67	183.9	0.66	98.6	0.35	139.475	0.497813866	238.725	0.85205675	280.2
110	1623000_at	FBgn0053093	1.2	0.3	0.9	0.3	2.5	0.8	2.5	0.8	3.3	1	2.5	0.7	1.3	0.4	3.2	1	2.3	0.7	1.3	0.4	3.9	1.2	2.1	0.64	1.4	0.43	2.9	0.87	19.8	5.99	0.75	0.227272727	7.65	2.318181818	3.3
111	1623001_at	---	3.1	1.7	3.5	1.9	3.8	2.1	1.6	0.9	2	1.1	6	3.2	0.5	0.3	1.9	1	1.1	0.6	4.8	2.6	3.4	1.8	2.1	1.14	7.3	3.95	10.6	5.74	7.3	3.92	2.625	1.418918919	2.125	1.148648649	1.9
112	1623002_at	FBgn0051404	0.4	0	1.8	0.1	3.1	0.1	13.2	0.6	3.9	0.2	3.7	0.2	4.6	0.2	220.7	9.7	4.7	0.2	2.9	0.1	2.8	0.1	5.9	0.26	2.8	0.12	6	0.26	4.4	0.19	2.35	0.103524229	1.4	0.061674009	22.7
113	1623003_at	---	2.3	2.3	1.5	1.5	2.6	2.6	5.4	5.4	1	1	4	4	0.5	0.5	1.3	1.3	2.6	2.6	1.8	1.8	2	2	7.7	7.73	9.3	9.33	12.7	12.65	5	4.98	2.425	2.425	0.4	0.4	1
114	1623004_a_at	FBgn0033285	3	0	7.5	0	8.5	0	3.9	0	6.9	0	7.9	0	2.1	0	2805.6	6	9.1	0	8.6	0	23.2	0	15.9	0.03	11	0.02	24.8	0.05	11.2	0.02	3.275	0.007038848	2.725	0.005856751	465.3
115	1623005_at	---	3.4	0.7	1.8	0.4	6.1	1.4	4.7	1	4.9	1.1	4.9	1.1	1.9	0.4	3.7	0.8	9.1	2	7.3	1.6	14.1	3.1	11.4	2.51	5.9	1.31	5.9	1.29	7.7	1.71	0.925	0.20441989	3.4	0.751381215	4.5
116	1623006_at	FBgn0010414	134.5	8	82	4.9	6.5	0.4	1.7	0.1	27.7	1.6	7.1	0.4	3	0.2	7.6	0.5	80.4	4.8	136.4	8.1	20.6	1.2	12.4	0.74	13.3	0.79	16.7	1	8.9	0.53	60.75	3.616071429	2.85	0.169642857	16.8
117	1623007_a_at	---	8.5	0.3	4.3	0.1	2.3	0.1	2.8	0.1	2.5	0.1	3.5	0.1	32.9	1.1	17.7	0.6	13.1	0.4	5.9	0.2	9.2	0.3	7.8	0.25	3.1	0.1	4.7	0.15	3.5	0.11	1.025	0.033496732	1.275	0.041666667	30.6
118	1623008_at	FBgn0031335	5.9	0	5.5	0	9.8	0.1	4.7	0	7.2	0.1	6.5	0.1	2.5	0	1229.4	9.7	6.1	0	5.3	0	8.9	0.1	11.2	0.09	6.7	0.05	11.4	0.09	16.1	0.13	1.875	0.014822134	1.8	0.014229249	126.5
119	1623009_at	FBgn0028382	141.8	1.2	95.6	0.8	116.6	1	101	0.9	115	1	166.2	1.4	208.6	1.8	49.5	0.4	137.8	1.2	132.7	1.1	58.8	0.5	127.7	1.1	82	0.71	78.1	0.67	97.9	0.84	78.3	0.675582399	65.2	0.562553926	115.9
120	1623010_at	FBgn0032096	3.7	0.6	2.6	0.4	8.3	1.4	6.5	1.1	19.7	3.3	6.9	1.1	2.6	0.4	4	0.7	11.6	1.9	3	0.5	9.4	1.6	21.7	3.6	4.7	0.78	6.4	1.06	18.6	3.09	2.2	0.365145228	1.975	0.32780083	6
121	1623011_at	FBgn0085401	7.7	2	7.2	1.8	6.5	1.7	11.2	2.8	8.8	2.2	9.9	2.5	2.3	0.6	2.5	0.6	6.7	1.7	8.8	2.2	10.3	2.6	7.8	1.99	6.8	1.73	7.7	1.95	5.6	1.43	6.225	1.585987261	4.65	1.184713376	3.9
122	1623012_at	FBgn0038678	451.2	2.3	263.7	1.3	241.1	1.2	133	0.7	187.6	1	118.8	0.6	293.5	1.5	86.7	0.4	71.9	0.4	446.7	2.3	206.5	1.1	97.5	0.5	185.3	0.94	209.5	1.07	204.3	1.04	209.275	1.067321178	202.4	1.032258065	196.1
123	1623013_s_at	FBgn0034958	641.7	4.6	374.3	2.7	734.3	5.2	412.8	2.9	391.6	2.8	327	2.3	47.9	0.3	93.1	0.7	456.5	3.3	697.3	5	293.7	2.1	736.1	5.24	231.8	1.65	250.8	1.79	287.5	2.05	428.325	3.049661801	439.175	3.126913492	140.5
124	1623014_at	FBgn0034323	3.8	0.2	4.3	0.3	8.5	0.5	5.7	0.3	3.9	0.2	5.5	0.3	3.3	0.2	3	0.2	11	0.7	4.8	0.3	133.5	8.1	11.8	0.72	9	0.55	7.8	0.47	9.7	0.59	1.875	0.114329268	1.4	0.085365854	16.4
125	1623015_at	FBgn0038609	67	0.3	52.6	0.3	77.8	0.4	69.1	0.3	75.1	0.4	85	0.4	285.1	1.4	116.3	0.6	132.8	0.7	68.3	0.3	51.7	0.3	78.3	0.38	98.6	0.48	110.3	0.54	65.9	0.32	27.525	0.135174954	29.65	0.145610804	203.6
126	1623016_at	FBgn0035501	8.4	0.1	323.4	3.3	1379	14.1	2.7	0	424.4	4.3	4.1	0	2.1	0	24.1	0.2	50.3	0.5	32.7	0.3	448.5	4.6	18.1	0.18	35.5	0.36	82.3	0.84	29.1	0.3	235.1	2.399591733	32	0.326613932	98
127	1623017_at	FBgn0031948	230.7	2.4	321.1	3.3	31	0.3	264.3	2.8	61.4	0.6	412	4.3	78.7	0.8	76.9	0.8	11.3	0.1	432.7	4.5	54.1	0.6	25.6	0.27	45.7	0.48	80.3	0.84	79.7	0.83	1011.45	10.54692388	73.25	0.763816475	95.9
128	1623018_at	FBgn0033301	5	0	1	0	2.3	0	1194.9	9.2	602	4.6	139.3	1.1	1.1	0	76	0.6	3.5	0	1.9	0	1.6	0	3.6	0.03	2.7	0.02	2.4	0.02	4.1	0.03	2.05	0.015723873	3.175	0.024352828	130.4
129	1623019_a_at	FBgn0053519	14.1	0.1	148.1	1.2	886.9	7	30.2	0.2	288.5	2.3	10.3	0.1	3.2	0	15	0.1	75.7	0.6	22.7	0.2	816.5	6.5	4.1	0.03	19.4	0.15	28.6	0.23	20.1	0.16	26.475	0.209744504	358.5	2.84016637	126.2
130	1623020_at	FBgn0031360	81.5	0.3	360.7	1.5	385.6	1.6	242.1	1	339.2	1.4	1412.8	5.9	179.1	0.7	76.1	0.3	245.4	1	110.5	0.5	813.4	3.4	288	1.2	857.1	3.59	712.7	2.98	1030.1	4.31	260.1	1.088284519	720.725	3.015585774	239
131	1623021_at	FBgn0026380	424.5	0.3	721.1	0.6	1414.3	1.1	1110	0.9	937.1	0.7	718.5	0.6	1442.9	1.1	1142.6	0.9	1037.4	0.8	498	0.4	1818.6	1.4	1083.1	0.86	941.6	0.75	820.6	0.65	2065.8	1.63	523.925	0.41460423	2373.575	1.878311275	1263.7
132	1623022_at	FBgn0035312	3.3	0.1	1.2	0	2.7	0.1	1.4	0	2.2	0.1	3.7	0.1	135.3	3.7	2.4	0.1	5.4	0.1	2.5	0.1	4.4	0.1	7.9	0.21	6.4	0.17	2.1	0.06	5.2	0.14	3.7	0.100338983	2.075	0.056271186	36.9
133	1623023_at	FBgn0024728	649.4	3.2	227.3	1.1	192.6	0.9	130.6	0.6	150.4	0.7	280.6	1.4	414.2	2	153.1	0.8	126.4	0.6	510.9	2.5	130.9	0.6	169.2	0.83	256.6	1.26	310.3	1.52	168.2	0.83	239.275	1.17377974	121.95	0.598233996	203.9
134	1623024_at	---	4.4	1.2	1.3	0.3	4.2	1.1	6.6	1.7	4.6	1.2	4	1	4.8	1.3	3.2	0.8	4.4	1.1	4.6	1.2	10.6	2.8	7.3	1.9	2.3	0.61	4.8	1.25	5.3	1.38	2.775	0.725490196	4.25	1.111111111	3.8
135	1623025_at	FBgn0024984	2	0.1	3.3	0.2	1.5	0.1	4.4	0.2	5	0.2	4.3	0.2	39.6	1.8	1.5	0.1	10.6	0.5	2.2	0.1	10.9	0.5	4.9	0.23	5.7	0.27	2.5	0.12	3.8	0.18	2.025	0.094405594	2	0.093240093	21.5
136	1623026_a_at	FBgn0036153	0.9	0.1	2.4	0.2	4.9	0.4	0.7	0.1	1.9	0.2	1.7	0.2	3	0.3	122.3	11.2	7	0.6	1.3	0.1	3.8	0.3	12.5	1.14	4.1	0.38	4.1	0.37	4.2	0.38	1.65	0.150684932	2.15	0.196347032	11
137	1623027_s_at	FBgn0039475	0.5	0	2.7	0	0.7	0	2923.8	28.2	4.2	0	1.9	0	0.6	0	0.9	0	1.3	0	0.4	0	2.1	0	1.7	0.02	1	0.01	0.8	0.01	2.7	0.03	3.125	0.030185945	1.85	0.01787008	103.5
138	1623028_at	FBgn0038346	8.7	0	254.5	1.1	7.7	0	1505.5	6.3	415.4	1.7	16.6	0.1	2.1	0	1.7	0	5.9	0	6.6	0	272.4	1.1	6.4	0.03	196.8	0.83	185.5	0.78	641.8	2.69	94.3	0.395844265	421.35	1.768706055	238.2
139	1623029_at	---	17.8	3.1	6.9	1.2	11.4	2	8.6	1.5	6.4	1.1	5.4	0.9	5.7	1	4.4	0.8	7	1.2	13.7	2.4	9.7	1.7	13.2	2.27	3.7	0.63	5.6	0.96	9.7	1.66	18.75	3.21888412	1.675	0.287553648	5.8
140	1623030_at	FBgn0036156	5	0.2	4.9	0.2	4.9	0.2	6.4	0.2	6.8	0.2	6.4	0.2	2.3	0.1	483.7	15.3	10.4	0.3	5.3	0.2	13.2	0.4	10	0.32	9	0.28	12.7	0.4	10.5	0.33	1.9	0.059936909	4.275	0.134858044	31.7
141	1623031_a_at	FBgn0040290	5.4	0.1	9.8	0.1	10	0.1	6.8	0.1	9.7	0.1	8.6	0.1	187.5	2	9.1	0.1	11.1	0.1	6.1	0.1	12.6	0.1	11.4	0.12	10.8	0.12	9.3	0.1	17.6	0.19	5.1	0.055329536	5.1	0.055329536	92.2
142	1623032_at	FBgn0037455	0.8	0	2.4	0	1.6	0	1.5	0	1.7	0	3	0	1.3	0	888.4	11.3	2.8	0	2.2	0	9.4	0.1	4	0.05	1.9	0.02	2	0.03	5.2	0.07	1.85	0.023566879	3.1	0.039490446	78.5
143	1623033_at	---	1.9	0.5	3.9	1.1	4.7	1.3	0.8	0.2	2.6	0.7	4.9	1.3	1.1	0.3	2	0.5	7.8	2.1	2	0.5	2.4	0.7	3.2	0.88	5	1.37	5.9	1.63	5.4	1.5	2.575	0.710344828	3	0.827586207	3.6
144	1623034_at	---	1.5	0.1	2.1	0.1	2.6	0.1	1.7	0.1	3.5	0.1	3.9	0.1	1.5	0.1	370.6	13.7	5.7	0.2	2.2	0.1	2.4	0.1	5.4	0.2	2.9	0.11	2.7	0.1	9.9	0.37	4.4	0.162211982	3.025	0.111520737	27.1
145	1623035_at	FBgn0016684	1.6	0	1.5	0	3.2	0.1	2.6	0.1	8.2	0.2	2613.8	60	2.5	0.1	0.4	0	2.5	0.1	5.1	0.1	1.5	0	2.5	0.06	8.4	0.19	2.2	0.05	7.1	0.16	1.9	0.043602983	5.65	0.129661503	43.6
146	1623036_a_at	FBgn0027596	588.7	2.7	334.3	1.6	755.3	3.5	174.9	0.8	610.2	2.9	560.6	2.6	91.3	0.4	836.9	3.9	108.3	0.5	496	2.3	222.3	1	1018.1	4.76	457.4	2.14	520.1	2.43	192.1	0.9	282.475	1.319360112	185.45	0.866184026	214.1
147	1623037_a_at	---	2266.6	11.3	866.7	4.3	179.2	0.9	441.2	2.2	142	0.7	35	0.2	132.7	0.7	53	0.3	124.8	0.6	2825.4	14	156.2	0.8	392.4	1.95	121.5	0.6	144.5	0.72	60.6	0.3	839.95	4.176777723	339.675	1.689085032	201.1
148	1623038_at	---	5.1	2.3	3.4	1.5	3.8	1.7	4.4	2	1.5	0.7	3.5	1.6	2.5	1.1	1.8	0.8	2.4	1.1	6	2.7	2.8	1.3	10	4.53	4	1.83	6.6	2.99	8.3	3.78	1.55	0.704545455	2.9	1.318181818	2.2
149	1623039_at	FBgn0033095	173.8	0.9	213.2	1.1	102.3	0.5	162	0.8	153	0.8	278.6	1.4	235.4	1.2	71.5	0.4	171.9	0.9	167.8	0.9	378.3	1.9	39.9	0.2	187.8	0.96	247.2	1.26	593.6	3.03	86.725	0.442192479	297.625	1.517527087	196.1
150	1623040_at	FBgn0039065	267.4	1.2	93.6	0.4	48.5	0.2	32.4	0.1	28.2	0.1	69.2	0.3	458.6	2	525.4	2.3	35.4	0.2	230.5	1	30.1	0.1	42.8	0.19	17	0.08	20.7	0.09	20.1	0.09	147.1	0.655452824	30.85	0.137462404	224.4
151	1623041_at	FBgn0033354	6.1	0.4	3.9	0.3	7.1	0.5	2	0.1	6	0.4	8.8	0.6	36.7	2.7	22.6	1.6	146.8	10.7	4	0.3	4.8	0.3	5.4	0.39	2.7	0.2	5.1	0.37	5	0.36	3.525	0.255898367	3.3	0.239564428	13.8
152	1623042_at	FBgn0085216	3.4	0.9	2.6	0.7	4	1	6.6	1.6	6.2	1.6	6.2	1.6	6.1	1.5	6.9	1.7	11.7	2.9	2	0.5	6.1	1.5	6.8	1.7	5.3	1.33	5.4	1.34	10.7	2.66	4.725	1.18125	2.425	0.60625	4
153	1623043_s_at	FBgn0035229	476	2.6	219.4	1.2	105.9	0.6	51.5	0.3	81.3	0.4	67.6	0.4	441.9	2.4	104.6	0.6	69.1	0.4	464.6	2.5	171	0.9	182.5	1	171.3	0.94	174.5	0.96	194.3	1.06	189.275	1.036413415	113.05	0.619028063	182.6
154	1623044_at	FBgn0000355	1.9	0	5.3	0	8	0	10.2	0	7.2	0	8.3	0	3218.3	1	51.7	0	13.5	0	11.7	0	70.6	0	31.8	0.01	14.7	0	5.9	0	37.1	0.01	3.65	0.001084067	21.575	0.006407877	3367
155	1623045_at	FBgn0025366	1882.3	1.1	2101.8	1.2	2243.1	1.3	2098	1.2	1957.9	1.1	1389.8	0.8	1756.3	1	296.5	0.2	3452.5	2	2985.8	1.7	1938.8	1.1	2728.6	1.57	2097	1.21	2166.5	1.25	3144.7	1.81	2825.775	1.624825703	2431.875	1.398332495	1739.1
156	1623046_at	FBgn0052727	2.8	0.1	2.1	0.1	3	0.1	6.6	0.2	5.2	0.2	2.9	0.1	1.7	0.1	446	13.7	4	0.1	2.8	0.1	4	0.1	9.4	0.29	3.8	0.12	4.7	0.14	4.3	0.13	2.225	0.068251534	2.9	0.088957055	32.6
157	1623047_at	---	10.3	7.3	3.3	2.3	3	2.1	3	2.1	1.9	1.4	3.5	2.5	1.6	1.1	1.2	0.9	2.8	2	6.7	4.8	5.5	3.9	8.1	5.75	7.9	5.64	11.2	8	8.3	5.93	4.225	3.017857143	5.75	4.107142857	1.4
158	1623048_a_at	FBgn0010240	748.2	33.6	173	7.8	6.5	0.3	2.3	0.1	3.3	0.1	2.5	0.1	1.6	0.1	7.8	0.3	5.7	0.3	553.4	24.8	5.6	0.3	19	0.85	7.9	0.35	8.5	0.38	11.3	0.51	69.65	3.126823793	4.4	0.197530864	22.3
159	1623049_at	FBgn0037640	2.5	2	1	0.8	2.7	2.1	1.3	1	4.6	3.7	3.5	2.8	0.4	0.3	1.4	1.1	1.1	0.8	1.5	1.2	1.3	1	2.8	2.2	5.6	4.46	4.4	3.54	3.4	2.72	5.85	4.68	12.55	10.04	1.3
160	1623050_at	FBgn0022740	1.1	0.4	0.7	0.2	2.2	0.8	15.8	5.6	8.9	3.1	7	2.5	3.5	1.2	14.1	5	1	0.4	1.3	0.5	0.8	0.3	4.4	1.57	2	0.72	3	1.04	1.5	0.51	2.025	0.716814159	1.125	0.398230088	2.8
161	1623051_at	FBgn0028917	1	0.2	2.6	0.5	4.4	0.8	1.6	0.3	8	1.5	2.3	0.4	1.9	0.4	7.5	1.4	6.8	1.3	2.8	0.5	5.3	1	13.1	2.43	1411.6	262.62	3249.8	604.61	8	1.48	4.325	0.804651163	2.775	0.51627907	5.4
162	1623052_at	---	2.6	0.5	3.2	0.7	5	1	5.5	1.1	3.8	0.8	4.4	0.9	2.6	0.5	2.3	0.5	8.8	1.8	3.3	0.7	9.9	2.1	4.4	0.92	8.1	1.7	9.4	1.97	1.8	0.37	2.55	0.534031414	0.775	0.162303665	4.8
163	1623053_a_at	FBgn0034345	349	1.1	303.3	1	408.6	1.3	445.3	1.4	386.9	1.2	73.2	0.2	395.1	1.3	220	0.7	774.5	2.5	328.9	1.1	240.9	0.8	459.5	1.48	59	0.19	64.3	0.21	192.6	0.62	435.6	1.400530504	562.7	1.809179326	311
164	1623054_at	FBgn0027585	5.7	2.7	2.8	1.3	7.1	3.4	5.6	2.7	6.3	3	7	3.3	3.2	1.5	4.1	1.9	10.2	4.8	4.5	2.1	5.7	2.7	18.1	8.6	5.4	2.56	5.6	2.67	3.8	1.81	4.15	1.976190476	2.425	1.154761905	2.1
165	1623055_at	FBgn0028513	3.9	0	7.3	0	6.6	0	6.6	0	8.1	0	10.6	0	5	0	2491.4	7.3	17.1	0	10.7	0	17.5	0.1	14.7	0.04	7.7	0.02	9.6	0.03	11	0.03	8.325	0.02425346	5.925	0.017261471	343.3
166	1623056_at	---	2	0.5	2.3	0.6	3.2	0.8	6.9	1.8	2.9	0.8	4.8	1.3	2	0.5	2.5	0.6	8.8	2.3	4.1	1.1	9.9	2.6	20.2	5.3	7.6	1.99	3.5	0.93	8.5	2.23	8.1	2.131578947	3.4	0.894736842	3.8
167	1623057_at	---	3.9	1.6	3.5	1.4	5	2	4.9	2	3	1.2	3.4	1.4	2.1	0.9	2	0.8	3.1	1.2	2.7	1.1	4.2	1.7	7.3	2.93	0.6	0.24	4.7	1.9	3.7	1.49	5.85	2.363636364	3.55	1.434343434	2.5
168	1623058_at	FBgn0052676	58.7	0.4	92.5	0.6	194.6	1.2	270.3	1.7	225	1.4	181.5	1.2	374	2.4	36.9	0.2	196.1	1.2	64	0.4	122.7	0.8	346.7	2.2	117.8	0.75	106.2	0.67	232.9	1.48	115.35	0.732148524	124.3	0.788955887	157.6
169	1623059_at	---	2.8	1.3	3	1.4	5.2	2.4	4.2	1.9	3.2	1.5	3.9	1.8	2.7	1.3	2.7	1.3	4.2	2	1.9	0.9	7.9	3.7	12.9	5.99	5.7	2.64	1.1	0.5	7.1	3.3	0.6	0.279069767	3.475	1.61627907	2.2
170	1623060_at	FBgn0030494	3.4	0.5	2.4	0.4	5.1	0.8	5.3	0.8	4.8	0.7	5.3	0.8	3.5	0.5	3.8	0.6	7	1.1	2.4	0.4	13.7	2.1	6.5	0.98	5.3	0.81	6.8	1.03	9.6	1.46	8.225	1.25095057	5.8	0.882129278	6.6
171	1623061_at	FBgn0002036	266.7	1.6	180.3	1.1	138.7	0.8	54.7	0.3	145.1	0.9	125	0.7	97.2	0.6	793.9	4.7	61.1	0.4	373.1	2.2	320.2	1.9	118.9	0.7	134.7	0.79	131.5	0.77	91.7	0.54	402.65	2.363663047	107.6	0.63164074	170.4
172	1623062_at	---	15.8	3.9	5.2	1.3	6.3	1.6	7.3	1.8	4.7	1.1	6.2	1.5	1.4	0.3	3.7	0.9	8.6	2.1	7.8	1.9	4.6	1.1	9.1	2.23	4	0.97	4.9	1.19	6.9	1.68	2.95	0.72392638	3.9	0.957055215	4.1
173	1623063_at	FBgn0035170	464.6	30	91.9	5.9	7.3	0.5	4.7	0.3	4.6	0.3	4.5	0.3	2.5	0.2	3.1	0.2	9.5	0.6	558	36	10.9	0.7	10	0.65	7.4	0.47	10.3	0.66	5.9	0.38	23.425	1.511290323	5.025	0.324193548	15.5
174	1623064_at	---	3.2	0.8	3.2	0.8	6.2	1.6	3.4	0.9	6.2	1.6	3.6	0.9	4.6	1.2	1	0.3	6.6	1.7	1.9	0.5	5.3	1.4	3.9	1.03	8	2.1	10	2.62	18.5	4.84	5.95	1.555555556	5.525	1.444444444	3.8
175	1623065_at	FBgn0031254	6.3	0.7	7.8	0.8	11.4	1.2	18.5	1.9	9	0.9	8.2	0.9	3	0.3	21	2.2	8.4	0.9	7.2	0.8	7.4	0.8	19.6	2.04	8.7	0.91	10.2	1.06	12	1.24	6.8	0.708333333	5.725	0.596354167	9.6
176	1623066_at	FBgn0032706	328.6	2.8	123.8	1.1	6.3	0.1	4.9	0	48.8	0.4	4932.1	42.6	1.1	0	0.9	0	11.7	0.1	178.5	1.5	8.1	0.1	8.3	0.07	11.7	0.1	7.7	0.07	17.5	0.15	49.65	0.429127053	5.325	0.046024201	115.7
177	1623067_at	---	6	7.1	2	2.4	4.9	5.7	4.1	4.8	4.3	5	4.7	5.5	1.1	1.3	4.2	5	4.7	5.5	5.6	6.6	2.4	2.9	4	4.74	5.1	6	8.9	10.5	10.6	12.47	3.7	4.352941176	1.05	1.235294118	0.9
178	1623068_at	FBgn0015035	3.3	0	377.1	4.7	129	1.6	22.9	0.3	40	0.5	825.4	10.2	2.6	0	2.1	0	182.2	2.3	4.3	0.1	458.5	5.7	10	0.12	142.7	1.76	41.2	0.51	720.3	8.91	406.55	5.026893354	192.55	2.380834621	80.9
