Probe.Set.ID	FB	brain_m	brain_f	head_m	head_f	crop_m	crop_f	midgut_m	midgut_f	hindgut_m	hindgut_f	tubule_m	tubule_f	ovary_m	ovary_f	testis_m	testis_f	acc_m	acc_f	tagangl_m	tagangl_f	carc_m	carc_f	saliv_m	saliv_f	spermatV_m	spermatV_f	spermatM_m	spermatM_f	fatbody_m	fatbody_f	eye_m	eye_f	heart_m	heart_f	fly_m
8420	1631317_at	FBgn0041621	4.7	0.8	3.5	0.6	2.1	0.4	8.5	1.5	6	1	3.4	0.6	3.1	0.5	2.2	0.4	5.5	0.9	5.4	0.9	3.3	0.6	10.8	1.85	2.3	0.39	3.8	0.64	6	1.03	4.875	0.833333333	2.95	0.504273504	5.9
8421	1631318_at	FBgn0001989	786.9	1	895.6	1.2	796.7	1.1	748.7	1	1413.1	1.9	1258.3	1.7	404	0.5	365.5	0.5	744.5	1	1261.3	1.7	1734.4	2.3	2033.7	2.7	2034	2.7	1859.3	2.46	988.3	1.31	1318.275	1.747448303	1019.475	1.351371951	754.4
8422	1631319_at	FBgn0052462	3.5	0.1	1.8	0.1	2.1	0.1	2.9	0.1	1.8	0.1	2.6	0.1	2.2	0.1	321.4	9.8	4.3	0.1	2.4	0.1	2.3	0.1	12.9	0.39	1.8	0.05	2.7	0.08	1.9	0.06	2.6	0.079027356	2.8	0.085106383	32.9
8423	1631320_at	FBgn0022768	75.5	1.2	43.5	0.7	61.2	1	34.2	0.5	48.8	0.8	64.5	1	121.7	1.9	147.9	2.4	29.9	0.5	74.6	1.2	54.8	0.9	49.8	0.79	52.4	0.83	45.5	0.72	33.7	0.54	29.8	0.474522293	35.625	0.56727707	62.8
8424	1631321_s_at	FBgn0051617	227.4	0.3	146.7	0.2	240.9	0.4	108.8	0.2	236.8	0.4	99.8	0.1	1340.1	2	40	0.1	254.6	0.4	82.6	0.1	57	0.1	458	0.68	278.3	0.41	297.6	0.44	316.2	0.47	32.1	0.047615516	33.15	0.049173033	674.2
8425	1631322_at	---	5.2	0.4	3.2	0.3	6.4	0.5	5.7	0.5	6.3	0.5	5.8	0.5	0.9	0.1	6.2	0.5	248.2	21.2	4.2	0.4	5.9	0.5	19.4	1.65	30.2	2.57	34	2.9	9.6	0.82	3.025	0.257995736	2.475	0.21108742	11.7
8426	1631323_a_at	FBgn0037323	3.9	0.1	9.8	0.2	3.5	0.1	5.5	0.1	3.6	0.1	3.8	0.1	1.8	0	2	0	4.5	0.1	2.9	0.1	22.6	0.4	10.5	0.21	5.3	0.1	7.4	0.14	6.2	0.12	3.925	0.077111984	3.525	0.069253438	50.9
8427	1631324_at	FBgn0037985	4.6	0	5.2	0	1.4	0	2.7	0	5	0	2.4	0	0.9	0	1749.6	9.7	4.1	0	4.6	0	10.9	0.1	4.1	0.02	2.3	0.01	4.1	0.02	4.2	0.02	4.2	0.023398329	2.4	0.013370474	179.5
8428	1631325_at	FBgn0003511	134.4	1.5	71.6	0.8	68	0.7	67.8	0.7	45.8	0.5	48.9	0.5	190.5	2.1	59.6	0.7	58.4	0.6	86.7	1	47	0.5	24.3	0.27	51.8	0.57	50.2	0.55	50.4	0.55	72.1	0.790353522	37.45	0.410523431	91.2
8429	1631326_at	FBgn0035917	2.3	0.1	6.3	0.3	78.9	3.9	7.7	0.4	31.2	1.6	3.1	0.2	0.8	0	1.4	0.1	7.2	0.4	6.5	0.3	58.6	2.9	7.6	0.38	2.4	0.12	6.2	0.31	12.8	0.63	2.675	0.133084577	19.65	0.97761194	20.1
8430	1631327_at	FBgn0020269	237.6	21.9	48.8	4.5	31.8	2.9	4.6	0.4	18.7	1.7	6.6	0.6	1.6	0.1	1.4	0.1	21.9	2	158.9	14.6	31.8	2.9	9.9	0.91	17.5	1.61	19.4	1.79	11.8	1.08	75.2	6.930875576	12.35	1.138248848	10.9
8431	1631328_s_at	FBgn0032474	557.3	2.3	235.3	1	206.8	0.8	129.4	0.5	137.8	0.6	162.4	0.7	256.8	1.1	1060.8	4.3	66.6	0.3	744	3	155.5	0.6	133.4	0.55	86.6	0.35	86.6	0.36	79	0.32	429.825	1.761577869	166.925	0.684118852	244
8432	1631329_at	---	3.5	1.9	2.7	1.4	9.5	5	2.3	1.2	2.9	1.5	3.1	1.7	1.9	1	2.5	1.3	2.9	1.5	3.2	1.7	8.7	4.6	18.4	9.81	2.4	1.29	4.7	2.49	3.4	1.8	2.7	1.44	1.475	0.786666667	1.9
8433	1631330_at	FBgn0036008	32	0.2	34.6	0.2	48.8	0.3	41.6	0.2	51.9	0.3	60.4	0.4	361.8	2.2	70.1	0.4	75.1	0.4	37.2	0.2	31.6	0.2	58.2	0.35	44.6	0.27	51.4	0.31	44.2	0.26	30.325	0.180667262	35.825	0.213434614	167.9
8434	1631331_a_at	---	2.9	0	2.7	0	7.6	0	7.9	0	8	0	30.4	0	1559.3	1.7	6	0	10.2	0	4.3	0	56.1	0.1	10.8	0.01	19.8	0.02	13.5	0.01	21.6	0.02	5.65	0.006288258	2.275	0.002531998	898.5
8435	1631332_at	---	1.2	0.5	0.6	0.3	0.9	0.4	4.5	2.1	1	0.4	1.5	0.7	0.7	0.3	2.1	1	19.4	8.8	0.9	0.4	1.3	0.6	2.9	1.3	1	0.44	1.4	0.64	2.1	0.95	0.6	0.272727273	0.7	0.318181818	2.2
8436	1631333_s_at	FBgn0000055	3652.7	0.8	5346	1.2	7390.6	1.7	2066	0.5	5017.8	1.1	7151.6	1.6	1838.9	0.4	120.3	0	707.9	0.2	5062.8	1.2	7291.4	1.7	12209.9	2.79	5079.7	1.16	5452	1.25	5467.8	1.25	8006.325	1.828491658	7542	1.7224487	4378.7
8437	1631334_at	---	493.3	3.9	222.3	1.7	327.5	2.6	146.4	1.1	232.4	1.8	417.9	3.3	150.6	1.2	51.6	0.4	137.8	1.1	549.8	4.3	165.9	1.3	307.9	2.42	141.1	1.11	174.3	1.37	93.4	0.73	889.925	6.983912105	202.025	1.585442417	127.4
8438	1631335_a_at	FBgn0063261	0.6	0	0.8	0	1.9	0	3.4	0	1.1	0	3.2	0	1.8	0	1176.9	11	4.2	0	0.8	0	4.5	0	3.9	0.04	2.2	0.02	4	0.04	2.7	0.03	1.925	0.018066635	2.175	0.020412952	106.6
8439	1631336_at	---	5.6	0.6	4.7	0.5	4.3	0.5	19.3	2	5.5	0.6	4.5	0.5	0.7	0.1	67.3	7.1	8.4	0.9	3.4	0.4	5.2	0.5	5.1	0.54	5.7	0.6	4	0.42	5.7	0.6	4.525	0.476315789	3.375	0.355263158	9.5
8440	1631337_at	FBgn0053082	16	1.7	7.7	0.8	10.6	1.1	19.3	2	10.4	1.1	6.5	0.7	8.1	0.9	5.6	0.6	18.9	2	13	1.4	15.4	1.6	21.4	2.26	6	0.64	10.3	1.09	7	0.74	2.675	0.283068783	2.725	0.288359788	9.5
8441	1631338_at	---	0.4	0.7	0.8	1.5	0.6	1.1	0.6	1.1	0.5	1	0.7	1.4	1	1.8	0.5	0.9	0.8	1.4	0.8	1.4	1	1.7	2.4	4.36	2.3	4.09	1.6	2.86	1	1.73	0.575	1.045454545	3.125	5.681818182	0.6
8442	1631339_s_at	---	7.1	1.8	7.1	1.8	4.8	1.2	5.6	1.4	5.8	1.4	2.2	0.6	2.1	0.5	5.8	1.5	4.1	1	6.5	1.6	6.3	1.6	7	1.75	2.8	0.71	3.5	0.89	9.9	2.49	7.825	1.968553459	0.925	0.232704403	4
8443	1631340_at	FBgn0004921	2802.7	9.2	1729.7	5.7	346.1	1.1	58.6	0.2	192	0.6	224.3	0.7	10.7	0	15.8	0.1	53.9	0.2	3281.7	10.7	288.3	0.9	175.1	0.57	369.3	1.21	352.3	1.15	129.8	0.42	1787.175	5.844738779	203.375	0.665113237	305.8
8444	1631341_at	---	3.3	0.7	4	0.9	5.5	1.2	4.4	1	3.3	0.7	2.8	0.6	3.2	0.7	3.6	0.8	5.5	1.2	3.8	0.8	15.1	3.4	12.6	2.84	2.6	0.59	1.1	0.24	4.6	1.04	3.275	0.735955056	5.025	1.129213483	4.5
8445	1631342_at	FBgn0023212	643.7	1.1	899.7	1.5	931	1.6	612.7	1	688.1	1.2	335.3	0.6	731.5	1.2	480.4	0.8	490.4	0.8	628.2	1.1	954.3	1.6	470.5	0.79	2029.4	3.41	2107.8	3.54	2142.7	3.6	825.6	1.38535112	880.05	1.476717845	596
8446	1631343_at	FBgn0029696	1.1	0	2.6	0	2.8	0	2.8	0	1.4	0	2.2	0	302.7	3.9	1.1	0	2.9	0	1.1	0	7.9	0.1	2.1	0.03	0.7	0.01	1.5	0.02	4	0.05	0.9	0.011450382	2.1	0.026717557	78.6
8447	1631344_at	FBgn0027949	3.3	0	2.5	0	4.9	0	13.2	0	4.4	0	4.4	0	696.4	2.4	424.1	1.5	0.9	0	1.1	0	7.3	0	5.5	0.02	2.4	0.01	2.6	0.01	4.9	0.02	1.925	0.00661512	1.225	0.004209622	291
8448	1631345_at	FBgn0014467	9.7	0.8	18.7	1.5	32.6	2.6	43.2	3.5	34.8	2.8	10.9	0.9	3.2	0.3	4.4	0.4	20	1.6	11.8	0.9	29.6	2.4	30.1	2.42	4.9	0.4	6.2	0.5	13.8	1.11	7.325	0.589537223	12.925	1.040241449	12.4
8449	1631346_a_at	FBgn0050412	3.7	0	4.2	0	2.9	0	1.2	0	5.7	0	4.9	0	1.8	0	1743.2	7.5	6	0	3.3	0	3.8	0	5.4	0.02	4.4	0.02	9.6	0.04	2.8	0.01	1.725	0.007465109	2.725	0.011792708	231.1
8450	1631347_at	FBgn0050393	1.5	0	7.6	0.1	4	0.1	5.4	0.1	3.7	0.1	3.1	0.1	2	0	915.9	15.2	4.4	0.1	2.5	0	9.7	0.2	16.6	0.27	1.9	0.03	2.1	0.03	6.6	0.11	1.45	0.024016563	3.175	0.052587992	60.4
8451	1631348_at	---	88.5	14.3	14.6	2.4	8	1.3	3.6	0.6	7.8	1.3	6.1	1	1.5	0.2	2.5	0.4	10.2	1.7	54.8	8.9	5.1	0.8	11	1.77	5.9	0.96	6	0.97	9.9	1.6	4.75	0.769230769	3.375	0.546558704	6.2
8452	1631349_s_at	---	143.5	6.9	181.9	8.7	342.6	16.4	7.6	0.4	71.5	3.4	19.4	0.9	0.9	0	23.8	1.1	53.8	2.6	45.8	2.2	21.5	1	116	5.54	44.7	2.13	55.6	2.65	173.1	8.27	282.95	13.52210275	8.225	0.39307049	20.9
8453	1631350_at	FBgn0036469	0.9	0	1	0	8.1	0.3	3	0.1	3.9	0.1	3.2	0.1	0.8	0	93	3.2	6.7	0.2	0.5	0	1.8	0.1	164.7	5.69	2.4	0.08	1.2	0.04	2.8	0.1	0.95	0.032843561	1.05	0.036300778	28.9
8454	1631351_s_at	FBgn0030101	163.8	0.6	190.8	0.7	240.4	0.9	135.4	0.5	174.6	0.7	187.2	0.7	173.9	0.7	944.6	3.5	144.7	0.5	218.6	0.8	405.8	1.5	242.7	0.91	268.5	1.01	270.3	1.02	137.1	0.51	214.55	0.805594668	232.3	0.872242561	266.3
8455	1631352_at	---	1.3	0.5	0.8	0.3	4.4	1.7	2.8	1.1	3	1.2	3.1	1.2	4.1	1.6	3.6	1.4	1.1	0.4	3.8	1.5	1.3	0.5	7.7	3.03	1.1	0.43	2.3	0.88	1.7	0.67	1.2	0.470588235	1.55	0.607843137	2.6
8456	1631353_at	FBgn0010296	1.5	2	2.7	3.6	2	2.7	1.5	2	1	1.4	1.7	2.3	0.7	0.9	0.4	0.6	1.8	2.3	2	2.7	5.1	6.8	5.8	7.77	1.7	2.2	2.1	2.83	3.9	5.2	2.2	2.933333333	2.925	3.9	0.8
8457	1631354_x_at	FBgn0035856	20.5	0.5	9.2	0.2	7.3	0.2	10	0.2	8.4	0.2	7.2	0.2	6.7	0.2	164.9	4	9.5	0.2	20.1	0.5	14.1	0.3	22	0.53	5.2	0.13	8.6	0.21	12.2	0.29	5.4	0.131067961	1.275	0.030946602	41.2
8458	1631355_at	FBgn0034361	394.8	1.5	227.5	0.8	198.5	0.7	172.5	0.6	251.9	0.9	136	0.5	400.4	1.5	73.7	0.3	109.6	0.4	534.4	2	172.8	0.6	157.7	0.58	173.6	0.64	153	0.56	236.1	0.87	199.825	0.737361624	195.95	0.723062731	271
8459	1631356_at	---	108.3	4.9	20.5	0.9	44.9	2	30.7	1.4	28.5	1.3	19	0.9	22.6	1	20.2	0.9	39.3	1.8	103.6	4.7	26.8	1.2	33.5	1.52	27.8	1.26	29.4	1.33	40.7	1.85	38.5	1.748013621	31.3	1.421112372	22
8460	1631357_at	---	3.8	0.7	2.2	0.4	6.8	1.2	7.4	1.4	4.4	0.8	3.3	0.6	5.7	1	3.6	0.7	8.5	1.6	5.4	1	10.5	1.9	10.5	1.91	7.4	1.34	9.9	1.81	9	1.65	18.725	3.420091324	17.275	3.155251142	5.5
8461	1631358_at	FBgn0052219	4.2	1.5	2.2	0.8	2.3	0.9	2.5	0.9	2.1	0.8	3.5	1.3	1.2	0.4	23	8.4	2.9	1.1	3.2	1.2	2.2	0.8	5.9	2.17	1.1	0.4	2.1	0.75	4.2	1.53	3.45	1.266055046	0.95	0.348623853	2.7
8462	1631359_s_at	FBgn0028670	87.3	0.1	383.5	0.6	515.8	0.8	1469.1	2.2	3357.6	5.1	3657.5	5.5	662.8	1	83.7	0.1	156.9	0.2	121.1	0.2	531.5	0.8	6360.3	9.6	508.4	0.77	600.2	0.91	130.2	0.2	149.975	0.226420079	207.575	0.313379883	662.4
8463	1631360_at	FBgn0031257	441.4	26.4	91.5	5.5	5.5	0.3	5.5	0.3	4.3	0.3	6.4	0.4	2.5	0.2	10.1	0.6	51.3	3.1	319.4	19.1	16.6	1	9.3	0.55	7.2	0.43	11.9	0.71	8.3	0.49	75.6	4.513432836	7	0.417910448	16.8
8464	1631361_at	---	0.5	0.7	0.6	0.9	0.8	1.2	2.2	3.3	1.3	1.9	1.6	2.4	0.5	0.7	2.8	4.1	1.2	1.8	0.8	1.2	1.2	1.7	7.8	11.52	0.7	1.07	0.7	1.07	0.7	0.96	1.125	1.666666667	1.075	1.592592593	0.7
8465	1631362_at	FBgn0036342	171.6	0.6	234.6	0.9	224.6	0.8	166.9	0.6	150.7	0.6	77.2	0.3	474.5	1.8	167.7	0.6	611.5	2.3	172.4	0.6	194.3	0.7	158.8	0.59	235.8	0.87	352.8	1.31	402.6	1.49	189.7	0.702722726	228.025	0.844693462	270
8466	1631363_at	FBgn0031886	2.8	0	3.4	0	7.3	0.1	9	0.1	7.1	0.1	6.6	0.1	256.1	2.1	254.9	2	8.5	0.1	3.1	0	7.5	0.1	1.7	0.01	7.3	0.06	7.1	0.06	8.3	0.07	4.725	0.037997587	11.65	0.093687173	124.4
8467	1631364_at	FBgn0053696	69.2	16.2	14.6	3.4	5.3	1.2	2.7	0.6	3.8	0.9	4.7	1.1	1.3	0.3	5.9	1.4	6.7	1.6	25.9	6.1	12.4	2.9	7.7	1.8	7.8	1.82	7.1	1.67	9.1	2.12	4.45	1.040935673	4.625	1.081871345	4.3
8468	1631365_at	FBgn0036259	17	2.7	11.2	1.7	22.3	3.5	4.8	0.8	8.5	1.3	8.2	1.3	1.8	0.3	2	0.3	5.7	0.9	12.4	1.9	13.2	2.1	7.7	1.2	9.1	1.41	8.5	1.33	17.5	2.73	9.25	1.4453125	5.975	0.93359375	6.4
8469	1631366_at	FBgn0033307	21.5	0.6	32.3	1	32.1	0.9	36.9	1.1	41.6	1.2	17.9	0.5	15.4	0.5	13	0.4	127.1	3.7	23.1	0.7	39.9	1.2	28.9	0.85	44.1	1.3	48.5	1.43	38.6	1.14	26.45	0.779661017	21.625	0.63743552	33.9
8470	1631367_at	FBgn0261112	87.8	0.9	41.9	0.4	44.2	0.4	42.5	0.4	44.8	0.4	63.7	0.6	112.2	1.1	515.4	5	73.3	0.7	119.1	1.2	47.4	0.5	47.4	0.46	25.6	0.25	20.2	0.2	33.9	0.33	47.625	0.46226644	33.55	0.325649114	103
8471	1631368_s_at	FBgn0027567	665	2.5	179.9	0.7	158.3	0.6	122.6	0.5	128.4	0.5	209.9	0.8	658.1	2.5	119.4	0.5	269.9	1	624.2	2.4	207.4	0.8	146	0.55	205.6	0.78	187.7	0.71	176.9	0.67	286.175	1.080313326	177.75	0.671007928	264.9
8472	1631369_at	FBgn0039670	1.6	0	30.8	0.5	35.3	0.6	993	17.2	11.4	0.2	4.3	0.1	2	0	1.3	0	3.8	0.1	1.1	0	5.5	0.1	9	0.16	19.6	0.34	14.4	0.25	38.5	0.67	1.425	0.02472885	13.925	0.24164859	57.6
8473	1631370_at	FBgn0050026	10.6	0.1	236.4	2.4	14.8	0.1	197.6	2	25.9	0.3	29.2	0.3	21.8	0.2	214.3	2.2	97.3	1	7	0.1	238.7	2.4	9.7	0.1	579	5.85	391.6	3.95	516.5	5.22	99.5	1.004796768	232.7	2.349911638	99
8474	1631371_s_at	FBgn0034886	49.6	5.4	17.1	1.9	22	2.4	17.2	1.9	32.2	3.5	33.8	3.7	4.2	0.5	26.5	2.9	13.9	1.5	30.5	3.3	20.6	2.3	13.3	1.45	6.3	0.69	6.9	0.75	20.1	2.2	16.375	1.789617486	21.625	2.363387978	9.2
8475	1631372_a_at	---	203.1	25.2	41.3	5.1	8.2	1	1	0.1	1.1	0.1	2.9	0.4	0.9	0.1	3.4	0.4	16.4	2	20.4	2.5	4.7	0.6	1.9	0.24	0.9	0.11	2.1	0.26	3.6	0.44	6.2	0.767801858	0.6	0.074303406	8.1
8476	1631373_s_at	---	3.8	1.7	3.6	1.6	2.6	1.2	1.3	0.6	3.7	1.6	5.3	2.3	1.6	0.7	1.6	0.7	3.6	1.6	3.5	1.5	4.5	2	9.9	4.41	3.6	1.59	4.7	2.09	3.6	1.61	2.875	1.277777778	2.05	0.911111111	2.3
8477	1631374_at	FBgn0024248	263	1.9	211.9	1.5	272.3	2	142.5	1	166.5	1.2	217	1.6	209.7	1.5	40.3	0.3	232.7	1.7	214.7	1.5	227.2	1.6	267.4	1.93	186.4	1.34	185	1.33	205.2	1.48	170.125	1.225022502	188.875	1.360036004	138.9
8478	1631375_a_at	FBgn0001253	3.6	2.6	0.7	0.5	1.1	0.8	1.8	1.3	1.5	1.1	1.1	0.8	0.5	0.3	0.5	0.3	0.9	0.7	1.3	0.9	1.9	1.4	2	1.44	2.3	1.64	1	0.69	1.1	0.8	1.75	1.272727273	1.6	1.163636364	1.4
8479	1631376_at	FBgn0250843	222.5	0.3	380.4	0.5	525	0.7	566.1	0.8	451.9	0.6	579.9	0.8	808	1.1	224.1	0.3	660.6	0.9	258.8	0.4	974.2	1.4	480.2	0.68	402.5	0.57	362.2	0.51	1196.2	1.7	361.425	0.513078042	1632.275	2.317173581	704.4
8480	1631377_a_at	FBgn0022709	331.1	1.7	301.1	1.5	756.4	3.9	86.6	0.4	595.2	3	18.7	0.1	43.7	0.2	400	2	212.8	1.1	333	1.7	475.1	2.4	17.9	0.09	182.5	0.93	117.1	0.6	62.2	0.32	132.55	0.678091828	581.575	2.975188643	195.5
8481	1631378_at	FBgn0013433	159.3	24.4	37.8	5.8	2.5	0.4	1.7	0.3	1.3	0.2	2.4	0.4	1.2	0.2	3.4	0.5	1.9	0.3	249.2	38.2	4.2	0.6	3.1	0.48	2.5	0.38	5.6	0.85	4.7	0.72	6.225	0.954022989	2.1	0.32183908	6.5
8482	1631379_a_at	FBgn0033663	803.2	0.6	1157.8	0.9	1223.8	0.9	1495.2	1.1	1134.7	0.8	2209.1	1.6	1473.1	1.1	1228.8	0.9	6469.6	4.8	876.7	0.7	975.4	0.7	3111.6	2.31	2478.7	1.84	2672.5	1.99	1236.8	0.92	885.775	0.658544292	1397.9	1.03929222	1345.1
8483	1631380_s_at	---	68.9	0.6	115.7	1	426	3.8	126.3	1.1	290.9	2.6	50.9	0.5	96.3	0.9	53.8	0.5	265.8	2.4	107.6	1	96.6	0.9	106.5	0.95	34.1	0.31	39.3	0.35	24.5	0.22	62.275	0.557146052	243.2	2.175799597	111.8
8484	1631381_at	FBgn0029113	243.5	0.5	195.4	0.4	307	0.7	136.7	0.3	252.1	0.5	208.7	0.5	1000.7	2.2	202.2	0.4	216.4	0.5	269.8	0.6	154.4	0.3	133.4	0.29	135.6	0.29	133	0.29	140.6	0.3	257.25	0.556818182	194.2	0.42034632	462
8485	1631382_at	FBgn0032780	12	0.6	38	1.9	17.3	0.9	77.9	4	35.7	1.8	68.6	3.5	8.3	0.4	6.1	0.3	5.8	0.3	15.9	0.8	50.2	2.6	16.5	0.84	61.7	3.15	73.2	3.74	84.5	4.31	12.75	0.650510204	42.775	2.182397959	19.6
8486	1631383_at	FBgn0032285	0.7	0	1.7	0.1	4	0.2	2.1	0.1	2.3	0.1	5.2	0.2	1.8	0.1	377.3	17.6	7.9	0.4	5.2	0.2	1.7	0.1	12.8	0.59	6.9	0.32	4.4	0.21	7	0.32	3.3	0.153667055	3.125	0.145518044	21.5
8487	1631384_at	FBgn0032368	4.9	1.9	3	1.2	1.6	0.6	1.7	0.7	1	0.4	2.1	0.8	0.9	0.4	48.6	19.4	1.9	0.8	3	1.2	1.5	0.6	3.4	1.36	2.9	1.14	1.4	0.54	1.1	0.45	1.875	0.75	0.725	0.29	2.5
8488	1631385_at	FBgn0030206	112.6	3.1	41	1.1	43.5	1.2	27.4	0.8	34	0.9	30.8	0.8	55.3	1.5	44	1.2	53.4	1.5	73.8	2	39.4	1.1	71.1	1.96	17.3	0.47	14.2	0.39	18.4	0.51	41.15	1.13282863	16.65	0.45836201	36.3
8489	1631386_at	---	6.2	1.7	3	0.8	0.7	0.2	4.3	1.2	3.2	0.9	2.6	0.7	2.3	0.6	2.1	0.6	2.2	0.6	5.5	1.5	2.8	0.8	15.3	4.23	4.5	1.24	3.3	0.9	3.6	0.99	5.2	1.434482759	1.375	0.379310345	3.6
8490	1631387_at	FBgn0050344	92.4	0.8	164.7	1.4	222.8	1.8	184.5	1.5	241.8	2	1522.8	12.5	115.5	1	36.3	0.3	1191.4	9.8	91.5	0.8	151.6	1.2	200.2	1.65	395.5	3.26	544.2	4.48	158.1	1.3	172.075	1.416546615	715.525	5.890306647	121.5
8491	1631388_at	FBgn0026378	97.9	1.3	68.3	0.9	105	1.4	117.3	1.5	93.2	1.2	150.3	2	131	1.7	11.2	0.1	68.1	0.9	142.2	1.9	51.3	0.7	131.3	1.73	50.9	0.67	67.3	0.88	68	0.89	49.375	0.649030562	79.55	1.045678607	76.1
8492	1631389_at	---	7.7	0.7	5.4	0.5	9.8	0.8	4.4	0.4	9.9	0.8	4.6	0.4	2.9	0.2	75.7	6.5	4.3	0.4	2.6	0.2	10.6	0.9	17.4	1.48	10	0.86	14.9	1.27	12.4	1.05	3.575	0.304904051	0.5	0.042643923	11.7
8493	1631390_at	FBgn0038876	122.6	1.3	126.3	1.4	91.1	1	57.1	0.6	119.2	1.3	64.1	0.7	93.8	1	54.1	0.6	64.5	0.7	115	1.3	189.5	2.1	106.6	1.17	65.9	0.72	59.4	0.65	197.8	2.17	211.75	2.319277108	223.9	2.452354874	91.3
8494	1631391_at	---	1.1	0.3	2.4	0.5	3.3	0.8	4	0.9	2.4	0.5	4.4	1	1.3	0.3	1.6	0.4	8.8	2	3.5	0.8	4.4	1	11	2.52	12.3	2.83	12.4	2.84	9.1	2.08	5.95	1.367816092	5.675	1.304597701	4.4
8495	1631392_at	FBgn0039241	97.5	0.1	1088.8	1.6	88.8	0.1	198	0.3	161.6	0.2	296.1	0.4	856.2	1.3	70.7	0.1	139.1	0.2	127.7	0.2	946	1.4	183.4	0.27	3696.9	5.49	2042.8	3.03	1796.7	2.67	820.925	1.218758119	552.775	0.820658427	673.6
8496	1631393_at	FBgn0052459	3.6	0	4.3	0	2.5	0	0.8	0	6.1	0	3.7	0	3.6	0	1426	11.6	1.4	0	3.7	0	12.1	0.1	9.1	0.07	6.1	0.05	8.1	0.07	5.6	0.05	4.1	0.033401222	3.25	0.026476578	122.8
8497	1631394_at	FBgn0051324	421.4	5.1	329.5	4	236.5	2.9	61.8	0.8	115.7	1.4	135.2	1.6	49.8	0.6	24.3	0.3	7.4	0.1	303	3.7	82.4	1	119.8	1.46	79.2	0.96	131.8	1.61	99.2	1.21	180.1	2.19433445	72.8	0.886993603	82.1
8498	1631395_at	---	9	2.7	7.3	2.2	7.4	2.2	4.9	1.5	7.7	2.3	4	1.2	2.7	0.8	6.9	2.1	17.3	5.1	3.4	1	12	3.6	16.8	5.01	7	2.08	6.4	1.91	11.9	3.54	8.4	2.507462687	6.525	1.947761194	3.4
8499	1631396_at	FBgn0015553	11.9	0.1	6	0	2.9	0	2.3	0	3.4	0	3.9	0	580.2	3.4	4.7	0	15.8	0.1	14.7	0.1	8.3	0	20.6	0.12	1.8	0.01	2.3	0.01	4.6	0.03	4.025	0.023569024	2.3	0.013468013	170.8
8500	1631397_at	---	3	2.6	5.1	4.4	2.3	2	2.7	2.3	3	2.6	3.7	3.2	0.9	0.8	1.9	1.7	5.3	4.6	2.2	1.9	9.7	8.4	12.7	11.04	4.2	3.63	5.6	4.89	1.8	1.59	5.075	4.413043478	3.025	2.630434783	1.2
8501	1631398_at	FBgn0032095	1.7	0.5	1.4	0.4	8.8	2.3	3.4	0.9	3.8	1	5.3	1.4	1.2	0.3	10.5	2.8	8.8	2.3	5.4	1.4	2.2	0.6	16.9	4.47	12.8	3.39	15.2	4.03	16.9	4.47	4.275	1.132450331	5.85	1.549668874	3.8
8502	1631399_a_at	FBgn0029801	163.2	1.4	133.1	1.1	149	1.3	163	1.4	161.9	1.4	82.4	0.7	169.8	1.5	20.2	0.2	21.2	0.2	131.4	1.1	132.1	1.1	35.6	0.31	33	0.28	39.8	0.34	128.4	1.1	122.375	1.051783412	177.925	1.529222174	116.4
8503	1631400_at	FBgn0052029	0.7	0	20.6	0.7	70.9	2.5	4.7	0.2	25.6	0.9	1.6	0.1	8.1	0.3	3.6	0.1	6.3	0.2	7.5	0.3	88.4	3.1	7.7	0.27	0.9	0.03	2.8	0.1	1.1	0.04	6.25	0.217580505	26.6	0.926022628	28.7
8504	1631401_at	---	9.8	1.5	6.3	0.9	12	1.8	12.5	1.9	8.3	1.2	7.4	1.1	5	0.8	6.7	1	13.3	2	5.3	0.8	9.3	1.4	6.8	1.02	3.6	0.54	5.7	0.85	9.2	1.39	4.825	0.72556391	2.225	0.334586466	6.7
8505	1631402_s_at	FBgn0261239	122.9	2	25.7	0.4	76.3	1.3	48.6	0.8	61.7	1	113.9	1.9	186.7	3.1	119.2	2	31.1	0.5	90.4	1.5	31.7	0.5	119.5	1.98	70.7	1.17	76.2	1.26	36	0.6	39.95	0.66252073	26.9	0.446102819	60.3
8506	1631403_at	FBgn0029851	3.4	0.2	84.1	5.3	1.3	0.1	1.2	0.1	4.2	0.3	2.4	0.2	3.1	0.2	1	0.1	6.7	0.4	47.1	3	99.7	6.3	7.9	0.5	3.8	0.24	0.6	0.04	9.4	0.59	10.675	0.672440945	1.75	0.11023622	15.9
8507	1631404_at	FBgn0037249	397	0.8	360	0.7	392.7	0.8	288.8	0.6	401.6	0.8	736.7	1.4	620.5	1.2	310.2	0.6	1209.3	2.3	476.2	0.9	487.4	0.9	852.6	1.65	1407	2.72	1331.1	2.57	617.3	1.19	749.675	1.450188606	553.375	1.07046136	517
8508	1631405_at	FBgn0259716	8.5	0.2	124	3.5	1.3	0	2.8	0.1	12.1	0.3	7.6	0.2	0.9	0	4.5	0.1	2.1	0.1	5.5	0.2	151	4.2	5.5	0.16	435.6	12.24	320.6	9.01	388.1	10.91	47.025	1.321855235	135.45	3.807449051	35.6
